id,created_at,created_at_tz,geo,place,coordinates,text,text_en,truncated,name,screen_name,sentiment,confidence,sentiment_digit,keyword,confidence_digit,confidence_digit_zero_neutral
1460525712608223232,2021-11-16 08:30:39,2021-11-16 09:30:39+01:00,,,," Hier kommt das Neueste aus unserer Redaktion 
The Kelly Family geht mit berühmtem Bus wieder auf Tour
"," Here comes the latest from our editorial office
The Kelly Family goes on tour again with famous bus
",False,spot on news,spotonnews,Neutral,0.26015404184394664,0,editorial,0.26015404184394664,0.0
1460526265757229056,2021-11-16 08:32:51,2021-11-16 09:32:51+01:00,,,,3G im Zug Wer soll das kontrollieren  Scheuer fährt Söder in die Parade ,3G in the train Who should control it Scheuer drives Söder into the parade,False,Merkur.de,merkur_de,Neutral,0.6081627523511974,0,control,0.6081627523511974,0.0
1460527751836884736,2021-11-16 08:38:45,2021-11-16 09:38:45+01:00,,,,3G im Zug Wer soll das kontrollieren  Scheuer fährt Söder in die Parade ,3G in the train Who should control it Scheuer drives Söder into the parade,False,Rolf Ullrich,rolfullrich45,Negative,0.6652803503052216,-1,control,-0.6652803503052216,-0.6652803503052216
1460530267223899904,2021-11-16 08:48:45,2021-11-16 09:48:45+01:00,,,,Einmal unabhängig von 3GRegel in Bus u Bahn Wichtig wäre dass das Vertrauen der Menschen in den Öffentlichen Ve ,Once independent of 3G rule in bus and train Important would be that the confidence of the people in the public Ve,True,ADAC,ADAC,Negative,0.261742140691802,-1,independent,-0.261742140691802,-0.261742140691802
1460543162686992384,2021-11-16 09:40:00,2021-11-16 10:40:00+01:00,,,, AGK ServiceMobile im Einsatz  ServiceAufenthalte in der Werkstatt kosten viel Zeit Um unseren Kunden lange A ," AGK ServiceMobiles in use Service stops in the workshop cost a lot of time In order to provide our customers with long service times, AGK ServiceMobiles are used.",True,AGK Truck & Bus GmbH,AGK_Bayern,Negative,0.22859854866816742,-1,ServiceMobiles,-0.22859854866816742,-0.22859854866816742
1460558262135181312,2021-11-16 10:40:00,2021-11-16 11:40:00+01:00,,,," Ihre Buswerkstatt in Feldkirchen bei München und Fürth
 Wartung 
 Reparatur 
 VorOrtService  Ku "," Your bus workshop in Feldkirchen near Munich and Fürth
 Maintenance
 Repair
 On-site service Ku",True,AGK Truck & Bus GmbH,AGK_Bayern,Neutral,0.48549586669695166,0,Feldkirchen,0.48549586669695166,0.0
1460565937887793152,2021-11-16 11:10:30,2021-11-16 12:10:30+01:00,,,,RenaultHyvia Auch Master CityBus und Fahrgestell mit Fuel Cell ,RenaultHyvia Also Master CityBus and chassis with Fuel Cell,False,VISION mobility,VISIONmobility1,Positive,0.42226727885110715,1,RenaultHyvia,0.42226727885110715,0.42226727885110715
1460588288843124736,2021-11-16 12:39:19,2021-11-16 13:39:19+01:00,,,,So 15 min auf den Bus warten ,So 15 min wait for the bus,False,Mammut69💉💉,Mammut691,Positive,0.15327875306298921,1,wait,0.15327875306298921,0.15327875306298921
1460610984561811712,2021-11-16 14:09:30,2021-11-16 15:09:30+01:00,,,,Menschen die beim Bus vorne beim Fahrer einsteigen und ihre Fahrkarte vorzeigen Weiß man da schon genaueres münchen,People who get on the bus in front of the driver and show their ticket Do you know more about it munich,False,"mal faul, mal Tier. Immer 🌈🏳️‍🌈💉💉",malfaulmaltier,Neutral,0.050864221636842455,0,People,0.050864221636842455,0.0
1460700147055316736,2021-11-16 20:03:48,2021-11-16 21:03:48+01:00,,,,  Ui ich war bisher auf Bus aber Hurtigruten ist natürlich eine ganz tolle Idee,  Ui I was so far on bus but Hurtigruten is of course a great idea,False,berghungrig 🇪🇺,berghungrig,Neutral,0.9375573032885715,0,Hurtigruten,0.9375573032885715,0.0
1460701429979566080,2021-11-16 20:08:54,2021-11-16 21:08:54+01:00,,,,Verkehrsministerin KerstinSchreyer in der 24 Rundschau zu 3G in Bus und Bahn Der Schutz der Fahrgäste im ,Transport Minister KerstinSchreyer in the 24 Rundschau on 3G in buses and trains The protection of passengers in the,True,"Staatsministerium für Wohnen, Bau und Verkehr",BauenBewegen,Positive,0.3063293655940764,1,KerstinSchreyer,0.3063293655940764,0.3063293655940764
1460702751046917888,2021-11-16 20:14:09,2021-11-16 21:14:09+01:00,,,, Ist immer noch so Ab Bodø dann Bus , Is still so From Bodø then bus,False,berghungrig 🇪🇺,berghungrig,Neutral,0.7612153525588188,0,still,0.7612153525588188,0.0
1460703714616950784,2021-11-16 20:17:58,2021-11-16 21:17:58+01:00,,,,   Tja Ich würde mal sagen Bus verpasst,"   Well, I'd say we missed the bus.",False,Thomas Böttiger 🏳️‍🌈,macinthemiddle,Negative,0.9373533619951308,-1,missed,-0.9373533619951308,-0.9373533619951308
1460718090036129536,2021-11-16 21:15:06,2021-11-16 22:15:06+01:00,,"{'id': '37439688c6302728', 'url': 'https://api.twitter.com/1.1/geo/id/37439688c6302728.json', 'place_type': 'city', 'name': 'Munich', 'full_name': 'Munich, Germany', 'country_code': 'DE', 'country': 'Germany', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[11.360589, 48.061634], [11.722918, 48.061634], [11.722918, 48.248124], [11.360589, 48.248124]]]}, 'attributes': {}}",,  Auswärts in Dortmund wenn dort auch 2G kommt wird es dann schon schwieriger Oder sie sch ,  Away in Dortmund if there also 2G comes it will then already more difficult Or they sch,True,Quintuple-Sandy,Robben25052013,Neutral,0.9294258607526563,0,difficult,0.9294258607526563,0.0
1460720254015921920,2021-11-16 21:23:42,2021-11-16 22:23:42+01:00,,,,Verkehrsexperte zu CoronaRegeln Bus und Bahn sind ohne 3G nicht mehr nutzbar  ,Transport expert on CoronaRules Bus and train are no longer usable without 3G,False,Marko Schlichting,schlichtmedien,Neutral,0.8489145230787364,0,CoronaRules,0.8489145230787364,0.0
1460849370950156288,2021-11-17 05:56:45,2021-11-17 06:56:45+01:00,,,,Youtube warum diese Porsche356Konversion auf Elektro anders ist Warum Motortrend den LucidAir zum Auto des ,Youtube Why this Porsche356conversion to electric is different Why Motortrend named the LucidAir Car of the,True,e-engine magazin,eenginemagazin,Neutral,0.9530737621153115,0,Porsche356conversion,0.9530737621153115,0.0
1460890620512411648,2021-11-17 08:40:40,2021-11-17 09:40:40+01:00,,,,"3G in Bus und Bahn Ampel plant weitere Verschärfungen für Ungeimpfte

Die Bürgerrechte werden dadurch weiterhin ","3G on bus and train traffic lights plan further tightening for the unvaccinated

Civil liberties will continue to be",True,AfD Bayern im Landtag,AfD_Bayern_LT,Positive,0.4208540732536974,1,unvaccinated,0.4208540732536974,0.4208540732536974
1460896776387452928,2021-11-17 09:05:08,2021-11-17 10:05:08+01:00,,,,RenaultHyvia Auch Master CityBus und Fahrgestell mit Fuel Cell ,RenaultHyvia Also Master CityBus and chassis with Fuel Cell,False,busplaner,omnibusmagazin,Neutral,0.7915177224611981,0,RenaultHyvia,0.7915177224611981,0.0
1460919195462422528,2021-11-17 10:34:13,2021-11-17 11:34:13+01:00,,,,  Und Logik sagt im Auto sitze ich allein od mit 14 Personen aus gleichem Haushalt od befre ,  And logic says in the car I sit alone or with 14 people from the same household or friends.,True,Johannes Reichart,JuanReichart,Negative,0.28041802820801776,-1,household,-0.28041802820801776,-0.28041802820801776
1460920650218967040,2021-11-17 10:40:00,2021-11-17 11:40:00+01:00,,,,Als autorisierte Solaris Bus Werkstatt führen wir alle Wartungsarbeiten und Kundendienste für Deine Solaris Busse d ,"As an authorised Solaris bus workshop, we carry out all maintenance work and customer services for your Solaris buses d",True,AGK Truck & Bus GmbH,AGK_Bayern,Negative,0.3528455710872529,-1,maintenance,-0.3528455710872529,-0.3528455710872529
1460921435552198912,2021-11-17 10:43:07,2021-11-17 11:43:07+01:00,,,, 2000     Doch klar EBusse schon Ab , 2000 But of course EBusse already Ab,True,RGB Pixl,RGBPixl,Neutral,0.36795359287041196,0,already,0.36795359287041196,0.0
1460950806203613184,2021-11-17 12:39:50,2021-11-17 13:39:50+01:00,,,,im bus redet hier jemand so laut türkisch bro erzähl gleich dein lebenslauf,on the bus someone is talking so loud in turkish bro tell your resume right now,False,dilan,lmaodilann,Neutral,0.2390681815916299,0,someone,0.2390681815916299,0.0
1460960964610772736,2021-11-17 13:20:11,2021-11-17 14:20:11+01:00,,,, 13   Wär für irgendwann anstehenden Neubau sicherlich trotzdem sinnvol , 13 Would certainly still make sense for a new building at some point in the future.,True,Andi Barth @dahoam,Andi_Barth,Negative,0.5006906912487896,-1,certainly,-0.5006906912487896,-0.5006906912487896
1460971366937772032,2021-11-17 14:01:32,2021-11-17 15:01:32+01:00,,,,Bewerbungsgespräch Bewerberin gibt an nicht geimpft und nicht getestet zu sein braucht sie nicht weil sie ja mi ,job interview applicant states not to be vaccinated and not tested she does not need to be because she is with,True,Klaus,FKAMUC,Neutral,0.5119415718880338,0,vaccinated,0.5119415718880338,0.0
1460990484135006208,2021-11-17 15:17:29,2021-11-17 16:17:29+01:00,,,,Ist euch das auch schon passiert ihr steigt irgendwo aus ZugSBahn aus wo ihr euch nicht auskennt und verpasst ,Has this ever happened to you? You get off the train somewhere where you don't know your way around and miss it?,True,Edmund Lauterbach,elba013,Negative,0.888696791580207,-1,somewhere,-0.888696791580207,-0.888696791580207
1460995609394089984,2021-11-17 15:37:51,2021-11-17 16:37:51+01:00,,,, 13 Und zwischen 2 Haltestellen muss man 4 Ampelfurten überqueren die in der für Fußgänger un , 13 And between 2 stops you have to cross 4 traffic light lanes which are in the pedestrians un,True,Velo-Ciraptor,VeloCiraptorMuc,Negative,0.7650511257109855,-1,pedestrians,-0.7650511257109855,-0.7650511257109855
1461042346775269120,2021-11-17 18:43:34,2021-11-17 19:43:34+01:00,,,,Wir werden weiter im Bus vom Helge bedroht,We are further threatened in the bus by the Helge,False,Jenny,jennyAntifa,Neutral,0.8448711127554259,0,threatened,0.8448711127554259,0.0
1461081762810023936,2021-11-17 21:20:12,2021-11-17 22:20:12+01:00,,,, 23 Oh je du Arme Da kam gestern was bzgl der Virenlast und wo die Ansteckungsgefahr am g , 23 Oh dear you poor There was something yesterday regarding the viral load and where the risk of infection at the g,True,ᗩᑎGIᕮ ®,sweettweetangie,Negative,0.0916420617007252,-1,something,-0.0916420617007252,-0.0916420617007252
1461129386267185152,2021-11-18 00:29:26,2021-11-18 01:29:26+01:00,,,,Eingeschränkte Fahrzeugverfügbarkeit Dieser Zug fällt leider aus Ersatzverkehr mit Bus eingerichtet bahn ,Limited vehicle availability This train is unfortunately cancelled Substitute transport with bus set up bahn,False,DB Regio Bayern,streckenagentOB,Negative,0.180628655215735,-1,unfortunately,-0.180628655215735,-0.180628655215735
1461220908396392448,2021-11-18 06:33:07,2021-11-18 07:33:07+01:00,,,,"Probleme mit Alkohol Im Meeting Arcis Anonyme Alkoholiker sprechen wir darüber jeden Samstag um 1900 Uhr 

Mün ","Problems with alcohol At the Arcis Alcoholics Anonymous meeting we talk about this every Saturday at 1900 hrs.

Mün",True,@bill&bob,arcismeeting,Negative,0.0822006627034364,-1,Alcoholics,-0.0822006627034364,-0.0822006627034364
1461240791683194880,2021-11-18 07:52:07,2021-11-18 08:52:07+01:00,,"{'id': 'ba3fdf239c314d26', 'url': 'https://api.twitter.com/1.1/geo/id/ba3fdf239c314d26.json', 'place_type': 'city', 'name': 'Planegg', 'full_name': 'Planegg, Deutschland', 'country_code': 'DE', 'country': 'Germany', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[11.385065, 48.089355], [11.463634, 48.089355], [11.463634, 48.118412], [11.385065, 48.118412]]]}, 'attributes': {}}",,   QR Code am Bus und zum Event machen mit denn Corona App Wer das nutzt fahrt kostenlos mit,   QR Code on the bus and make the event with the Corona App Who uses this ride for free with,False,🌈 Happy Horror Sinclair.,PirateSoul4,Negative,0.02814745810984598,-1,Corona,-0.02814745810984598,-0.02814745810984598
1461267938346950912,2021-11-18 09:40:00,2021-11-18 10:40:00+01:00,,,,Ihr Spezialist für Busreparaturen in Bayern Mit Standorten in Feldkirchen bei München und Fürth ,Your specialist for bus repairs in Bavaria With locations in Feldkirchen near Munich and Fürth,True,AGK Truck & Bus GmbH,AGK_Bayern,Positive,0.467936155602522,1,Feldkirchen,0.467936155602522,0.467936155602522
1461281806712553472,2021-11-18 10:35:06,2021-11-18 11:35:06+01:00,,,,"Probleme mit Alkohol Im Meeting Arcis Anonyme Alkoholiker sprechen wir darüber jeden Samstag um 1900 Uhr 

Mün ","Problems with alcohol At the Arcis Alcoholics Anonymous meeting we talk about this every Saturday at 1900 hrs.

Mün",True,@bill&bob,arcismeeting,Neutral,0.4475941168380796,0,Alcoholics,0.4475941168380796,0.0
1461285718366511104,2021-11-18 10:50:39,2021-11-18 11:50:39+01:00,,"{'id': 'ba3fdf239c314d26', 'url': 'https://api.twitter.com/1.1/geo/id/ba3fdf239c314d26.json', 'place_type': 'city', 'name': 'Planegg', 'full_name': 'Planegg, Deutschland', 'country_code': 'DE', 'country': 'Germany', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[11.385065, 48.089355], [11.463634, 48.089355], [11.463634, 48.118412], [11.385065, 48.118412]]]}, 'attributes': {}}",,7  Ich warte nur auf den Bus,7 I'm just waiting for the bus,False,🌈 Happy Horror Sinclair.,PirateSoul4,Positive,0.017623107332796262,1,waiting,0.017623107332796262,0.017623107332796262
1461347055750696704,2021-11-18 14:54:23,2021-11-18 15:54:23+01:00,,,, K1 hat im Bus nen Nazi getroffen ihn freundlich aber bestimmt des Platzes verwiesen und dafür von K2 Applaus erhalten, K1 has met a Nazi in the bus and has sent him away in a friendly but determined way and has received applause from K2 for it,False,Anton Steindl,Anton_1860,Negative,0.7572163579982077,-1,determined,-0.7572163579982077,-0.7572163579982077
1461348384569102336,2021-11-18 14:59:40,2021-11-18 15:59:40+01:00,,,,"  Erst waren es Chips jetzt ne Bombe
Als nächstes ein Jetpack und n Bus","  First it was chips now it's a bomb
Next a jetpack and a bus",False,MűñçhńêřBůá,Fm_Maxi_92,Neutral,0.33584906278779914,0,jetpack,0.33584906278779914,0.0
1461364625820160000,2021-11-18 16:04:12,2021-11-18 17:04:12+01:00,,,,AmpelKoalition verschärft CoronaMaßnahmen SPD Grüne und FDP beschließen 3 G am Arbeitsplatz sowie in Bus und ,Ampel coalition tightens Corona measures SPD Greens and FDP decide 3 G at the workplace as well as in bus and,True,SZ Politik,SZ_Politik,Positive,0.9888777596660979,1,coalition,0.9888777596660979,0.9888777596660979
1461395134604619520,2021-11-18 18:05:26,2021-11-18 19:05:26+01:00,,,,Der Bundestag hat es beschlossen die unionsgeführten Länder im Bundesrat sträuben sich Käme das neue Infektions ,"The Bundestag has passed the bill, but the CDU/CSU-led states in the Bundesrat (upper house of parliament) are resisting it.",True,BR24,BR24,Negative,0.5218567174326988,-1,CDU/CSU-led,-0.5218567174326988,-0.5218567174326988
1461397019994459904,2021-11-18 18:12:55,2021-11-18 19:12:55+01:00,,,,Heute zu Gast beim HUSSVERLAG GmbH zur Verleihung des Europäischen Transportpreis für nachhaltigkeit  in der Münc ,Today we were guests at the HUSSVERLAG GmbH for the award ceremony of the European Transport Award for Sustainability in Munich.,True,Anita Würmser,Logistik_Blog,Negative,0.9068755219319992,-1,Sustainability,-0.9068755219319992,-0.9068755219319992
1461437258708443136,2021-11-18 20:52:49,2021-11-18 21:52:49+01:00,,,,Corona im öffentlichen Verkehr Das ändert sich bei Bus und Bahn ,Corona in public transport What's changing on buses and trains?,False,Merkur.de,merkur_de,Negative,0.590036159465884,-1,transport,-0.590036159465884,-0.590036159465884
1461469826078154752,2021-11-18 23:02:13,2021-11-19 00:02:13+01:00,,,,17  Ich befürchte eher dass mit den jetzigen Coronazahlen der Zusatzbelastung durch 3G in BusampBahn ,17 I rather fear that with the current corona figures of the additional load of 3G in BusampBahn,True,Edmund Lauterbach,elba013,Positive,0.8208443153878486,1,additional,0.8208443153878486,0.8208443153878486
1461487052869050368,2021-11-19 00:10:41,2021-11-19 01:10:41+01:00,,,, 2G und 3G gibts in Bayern schon und hat bisher nichts gebracht 3G am Arbeitsplatz wie und wer kontr , 2G and 3G already exist in Bavaria and have so far brought nothing 3G at the workplace how and who kontr,True,nonpreoccuparti,Laf3001,Positive,0.11031309813442425,1,workplace,0.11031309813442425,0.11031309813442425
1461581087612846080,2021-11-19 06:24:20,2021-11-19 07:24:20+01:00,,,,"Probleme mit Alkohol Im Meeting Arcis Anonyme Alkoholiker sprechen wir darüber jeden Samstag um 1900 Uhr 

Mün ","Problems with alcohol At the Arcis Alcoholics Anonymous meeting we talk about this every Saturday at 1900 hrs.

Mün",True,@bill&bob,arcismeeting,Negative,0.05684267848837621,-1,Alcoholics,-0.05684267848837621,-0.05684267848837621
1461589506096779264,2021-11-19 06:57:47,2021-11-19 07:57:47+01:00,,,,"Da ist es wieder Das HenneEiPrinzip
WIE KOMME ICH IN DEN BUS ","There it is again The HenEgg Principle
HOW DO I GET ON THE BUS",False,Oliver🟢,OWitzig,Neutral,0.9312128112972279,0,Principle,0.9312128112972279,0.0
1461590324791451648,2021-11-19 07:01:03,2021-11-19 08:01:03+01:00,,,, Olaf Scholz  der Mann für 3G im Bus und Bahn , Olaf Scholz the man for 3G on buses and trains,False,Kai Thrun🕵️‍♀️,KaiThrun,Neutral,0.006925724083807316,0,Scholz,0.006925724083807316,0.0
1461630326287990784,2021-11-19 09:40:00,2021-11-19 10:40:00+01:00,,,,Wir sind Ihr Kompetenzpartner in allen Fragen zu BusReparatur Lackierung und Umbau Werkstattservice und Kleinb ,"We are your competent partner for all questions regarding bus repairs, paintwork and conversions, workshop service and small buses.",True,AGK Truck & Bus GmbH,AGK_Bayern,Neutral,0.07577422420521351,0,"conversions,",0.07577422420521351,0.0
1461645425870573568,2021-11-19 10:40:00,2021-11-19 11:40:00+01:00,,,,Zu unseren größten Kunden zählen die Stadtwerke München sowie große namenhafte Münchener Busunternehmen wie Watzin ,"Among our biggest customers are the Munich public utility company as well as large, well-known Munich bus companies such as Watzin",True,AGK Truck & Bus GmbH,AGK_Bayern,Positive,0.429746388592402,1,well-known,0.429746388592402,0.429746388592402
1461657204399001600,2021-11-19 11:26:48,2021-11-19 12:26:48+01:00,,,,Mit dem Bus nach Bordeaux Klassenfahrten zu CoronaZeiten ,By bus to Bordeaux Class trips to CoronaTimes,False,Merkur.de,merkur_de,Positive,0.323109893759426,1,CoronaTimes,0.323109893759426,0.323109893759426
1461661940862889984,2021-11-19 11:45:37,2021-11-19 12:45:37+01:00,,,, Ne aber meine AK 47 Lass ich manchmal im Bus liegen, Ne but my AK 47 I sometimes leave on the bus,False,Timo Jürgens 🏳️‍🌈🌈,Timo_Juergens,Negative,0.31144817402982916,-1,sometimes,-0.31144817402982916,-0.31144817402982916
1461675504902287104,2021-11-19 12:39:31,2021-11-19 13:39:31+01:00,,,," Nicht nur du 
Außer im Zug Da ist ja klar dass die kommt

Aber in Bus Tram SBahn"," Not just you
Except on the train, of course she's coming.

But on bus, tram, subway",False,Systemfehler,Systemfehler20,Neutral,0.865240173244532,0,coming.,0.865240173244532,0.0
1461704316318851072,2021-11-19 14:34:00,2021-11-19 15:34:00+01:00,,,,FC Bayern mit dem Bus nach Augsburg aufgebrochen  ,FC Bayern set off by bus for Augsburg,False,FC Bayern News,fcbayern_news,Negative,0.9197059550024778,-1,Augsburg,-0.9197059550024778,-0.9197059550024778
1461718327999574016,2021-11-19 15:29:41,2021-11-19 16:29:41+01:00,,,,Corona macht UBahn Bus und Tram pünktlicher  das sind die Gründe ,Corona makes UBahn bus and tram more punctual these are the reasons,False,Merkur.de,merkur_de,Negative,0.5225254052159419,-1,punctual,-0.5225254052159419,-0.5225254052159419
1461738760899604480,2021-11-19 16:50:53,2021-11-19 17:50:53+01:00,,,,SWB Bus und Bahn   sucht eineneine Bauüberwacher Bahnbau mwd  in Bonn Bonn jobs ,SWB Bus und Bahn is looking for a construction supervisor railway construction mwd in Bonn Bonn jobs,True,JobNinja,JobNinjaEU,Negative,0.5140743292472643,-1,construction,-0.5140743292472643,-0.5140743292472643
1461779962323685120,2021-11-19 19:34:36,2021-11-19 20:34:36+01:00,,,," Das hast du völlig richtig gemacht
Eigentlich hättest sie noch drauf hinweisen müssen dass sie an "," You did the right thing.
Actually, you should have pointed out that she was working on",True,Franz 🎾,fms_munich,Positive,0.6098179969315928,1,"Actually,",0.6098179969315928,0.6098179969315928
1461807763617689600,2021-11-19 21:25:04,2021-11-19 22:25:04+01:00,,,,"AudiFahrer gerät auf Gegenspur Mann 70 stirbt bei Unfall mit BusBootGespann 
Bayern  ","Audi driver gets into oncoming lane Man 70 dies in accident with bus-boat team
Bavaria",False,TAG24 NEWS München,TAG24M,Neutral,0.5472694639547917,0,oncoming,0.5472694639547917,0.0
1461923802246524928,2021-11-20 05:06:10,2021-11-20 06:06:10+01:00,,,,Probleme mit Alkohol Im Meeting Arcis Anonyme Alkoholiker München sprechen wir darüber jeden Samstag um 1900 Uh ,Problems with alcohol In the meeting Arcis Alcoholics Anonymous Munich we talk about it every Saturday at 1900 Uh,True,@bill&bob,arcismeeting,Negative,0.06583961880063727,-1,Alcoholics,-0.06583961880063727,-0.06583961880063727
1461925698424250368,2021-11-20 05:13:42,2021-11-20 06:13:42+01:00,,,,"Heute Meeting Arcis Anonyme Alkoholiker München wie jeden Samstag um 1900 Uhr 

München Schwabing Nähe Nordbad ","Today meeting Arcis Alcoholics Anonymous Munich as every Saturday at 1900 clock

Munich Schwabing near Nordbad",True,@bill&bob,arcismeeting,Neutral,0.3706536778936287,0,Alcoholics,0.3706536778936287,0.0
1461958943215963904,2021-11-20 07:25:48,2021-11-20 08:25:48+01:00,,,,   Lasst die Gaststätten offen und nicht nur bus 22 Uhr,   Keep the pubs open and not only bus 22 clock,False,Vinzent Vegas,Vinzent_Vegas,Negative,0.39436193270515774,-1,clock,-0.39436193270515774,-0.39436193270515774
1462002184032239616,2021-11-20 10:17:38,2021-11-20 11:17:38+01:00,,,,Weigl über Anschlag Schatz ne Bombe ,Weigl about stop treasure ne bomb,False,SPORT1,SPORT1,Neutral,0.5621770177263801,0,treasure,0.5621770177263801,0.0
1462054998490198016,2021-11-20 13:47:29,2021-11-20 14:47:29+01:00,,,,Natürlich so getaktet dass Anschlussbahn und Bus sich auf die Minute verpassen ,"Of course, timed so that the connecting train and bus miss each other to the minute.",False,Der eine da,Kevin_sdrn,Positive,0.9078303021112305,1,connecting,0.9078303021112305,0.9078303021112305
1462173896564743936,2021-11-20 21:39:57,2021-11-20 22:39:57+01:00,,,,"Jetzt auch auf Instagram Wo bitte gehts zum Bus
","Now also on Instagram Where please go to the bus
",False,Edmund Lauterbach,elba013,Neutral,0.53791629643444,0,Instagram,0.53791629643444,0.0
1462321121278271488,2021-11-21 07:24:58,2021-11-21 08:24:58+01:00,,,,Bitte Deswegen ist es doch rot angemalt Da muss man schon damit rechnen dass ein Bus auf dem Radstreifen fährt ,Please That's why it's painted red You have to expect a bus to drive on the bike lane,False,Daniela Becker,dansiela_b,Neutral,0.6112728188618773,0,painted,0.6112728188618773,0.0
1462323562681933824,2021-11-21 07:34:40,2021-11-21 08:34:40+01:00,,,," Gute Idee auch Splittergruppen müssen erfasst werden 
Ich denke hier in MUC wäre ein Satz Busse top "," Good idea also splinter groups must be recorded
I think here in MUC would be a set of buses top",True,truegrueni 💉💉,truegrueni,Negative,0.9632928782632867,-1,splinter,-0.9632928782632867,-0.9632928782632867
1462324634880286720,2021-11-21 07:38:56,2021-11-21 08:38:56+01:00,,,, Deine Grundidee ist auf jeden Fall korrekt neulich im tv über Bremen glaub ich die ham sich die Hots , Your basic idea is correct in any case the other day on tv about Bremen I think they got the hots,True,truegrueni 💉💉,truegrueni,Negative,0.9781390939903117,-1,correct,-0.9781390939903117,-0.9781390939903117
